image,num_plastics,avg_size,avg_aspect_ratio
248-b_png_jpg.rf.5ad143de2677ba93b9fcb37ad36ec8d9_flip_h.jpg,17,1369.4789,1.6023941
248-b_png_jpg.rf.5ad143de2677ba93b9fcb37ad36ec8d9_flip_v.jpg,17,1411.8649,1.620424
248-b_png_jpg.rf.5ad143de2677ba93b9fcb37ad36ec8d9_gaussian.jpg,15,1599.3351,1.8679382
248-b_png_jpg.rf.5ad143de2677ba93b9fcb37ad36ec8d9_gaussian_flip.jpg,13,1678.7963,1.5100702
152-b_png_jpg.rf.e0e2643321931d8a81f3d4617176f556.jpg,9,1435.5707,1.4766972
152-b_png_jpg.rf.e0e2643321931d8a81f3d4617176f556_flip_h.jpg,8,1493.0438,1.5171894
152-b_png_jpg.rf.e0e2643321931d8a81f3d4617176f556_flip_v.jpg,8,1602.1001,1.5180647
152-b_png_jpg.rf.e0e2643321931d8a81f3d4617176f556_gaussian.jpg,6,1993.7589,1.6391021
152-b_png_jpg.rf.e0e2643321931d8a81f3d4617176f556_gaussian_flip.jpg,7,1716.1642,1.5547533
186-b_png_jpg.rf.5560b882e08cba2886a28b990c785943.jpg,8,1909.236,1.5998318
186-b_png_jpg.rf.5560b882e08cba2886a28b990c785943_flip_h.jpg,8,1915.3655,1.5892313
186-b_png_jpg.rf.5560b882e08cba2886a28b990c785943_flip_v.jpg,9,1787.774,1.5519133
186-b_png_jpg.rf.5560b882e08cba2886a28b990c785943_gaussian.jpg,7,2156.9868,1.7221221
186-b_png_jpg.rf.5560b882e08cba2886a28b990c785943_gaussian_flip.jpg,7,2104.3176,1.7259983
385-d_png_jpg.rf.20418d7bd446ae15341e4f59411d2c1e.jpg,14,1445.6141,1.5988511
385-d_png_jpg.rf.20418d7bd446ae15341e4f59411d2c1e_flip_h.jpg,13,962.97797,1.4373263
385-d_png_jpg.rf.20418d7bd446ae15341e4f59411d2c1e_flip_v.jpg,12,432.1107,1.2323843
385-d_png_jpg.rf.20418d7bd446ae15341e4f59411d2c1e_gaussian.jpg,9,1461.94,1.5549613
385-d_png_jpg.rf.20418d7bd446ae15341e4f59411d2c1e_gaussian_flip.jpg,9,1407.8442,1.576091
370-c_png_jpg.rf.c817cc6040f0086ae39b7495f289ad47.jpg,18,1367.2584,1.5417643
370-c_png_jpg.rf.c817cc6040f0086ae39b7495f289ad47_flip_h.jpg,17,1376.33,1.417042
370-c_png_jpg.rf.c817cc6040f0086ae39b7495f289ad47_flip_v.jpg,19,1346.7097,1.7660202
370-c_png_jpg.rf.c817cc6040f0086ae39b7495f289ad47_gaussian.jpg,18,1477.8524,1.8129351
370-c_png_jpg.rf.c817cc6040f0086ae39b7495f289ad47_gaussian_flip.jpg,17,1471.1278,1.7002742
235-b_png_jpg.rf.8dfe7e6c920e2b15df02dc0dceb77c24.jpg,19,1308.8108,1.6789063
235-b_png_jpg.rf.8dfe7e6c920e2b15df02dc0dceb77c24_flip_h.jpg,16,1367.541,1.3836639
235-b_png_jpg.rf.8dfe7e6c920e2b15df02dc0dceb77c24_flip_v.jpg,16,1411.3372,1.5845623
235-b_png_jpg.rf.8dfe7e6c920e2b15df02dc0dceb77c24_gaussian.jpg,14,1582.3947,1.66386
235-b_png_jpg.rf.8dfe7e6c920e2b15df02dc0dceb77c24_gaussian_flip.jpg,15,1594.8961,1.846905
108_png_jpg.rf.e0dae6e729cc7f93f31fab794ff57063.jpg,15,1627.27,1.2816526
108_png_jpg.rf.e0dae6e729cc7f93f31fab794ff57063_flip_h.jpg,14,1564.1871,1.2727817
108_png_jpg.rf.e0dae6e729cc7f93f31fab794ff57063_flip_v.jpg,14,1554.1394,1.2542677
108_png_jpg.rf.e0dae6e729cc7f93f31fab794ff57063_gaussian.jpg,11,2435.689,1.353064
108_png_jpg.rf.e0dae6e729cc7f93f31fab794ff57063_gaussian_flip.jpg,11,2040.3673,1.3036176
223-b_png_jpg.rf.0dfca1c4df4e204ff55c3d2f8ba85d8e.jpg,16,1384.0146,1.4454961
223-b_png_jpg.rf.0dfca1c4df4e204ff55c3d2f8ba85d8e_flip_h.jpg,16,1385.1467,1.445447
223-b_png_jpg.rf.0dfca1c4df4e204ff55c3d2f8ba85d8e_flip_v.jpg,16,1436.268,1.4517412
223-b_png_jpg.rf.0dfca1c4df4e204ff55c3d2f8ba85d8e_gaussian.jpg,15,1504.1995,1.464714
223-b_png_jpg.rf.0dfca1c4df4e204ff55c3d2f8ba85d8e_gaussian_flip.jpg,14,1575.0602,1.4929359
368-c_png_jpg.rf.ca586a37ee685bbb5c7458fa1b5c679d.jpg,14,1533.2404,1.6080779
368-c_png_jpg.rf.ca586a37ee685bbb5c7458fa1b5c679d_flip_h.jpg,13,1558.5254,1.4440396
368-c_png_jpg.rf.ca586a37ee685bbb5c7458fa1b5c679d_flip_v.jpg,16,1597.3984,1.8941827
368-c_png_jpg.rf.ca586a37ee685bbb5c7458fa1b5c679d_gaussian.jpg,16,1469.3392,2.172677
368-c_png_jpg.rf.ca586a37ee685bbb5c7458fa1b5c679d_gaussian_flip.jpg,16,1528.9994,2.15948
129-b_png_jpg.rf.0c8a2f2b348ece55dc3f693697af7804.jpg,11,1096.8806,1.3030404
129-b_png_jpg.rf.0c8a2f2b348ece55dc3f693697af7804_flip_h.jpg,11,1103.9576,1.3050765
129-b_png_jpg.rf.0c8a2f2b348ece55dc3f693697af7804_flip_v.jpg,10,1204.0819,1.303574
129-b_png_jpg.rf.0c8a2f2b348ece55dc3f693697af7804_gaussian.jpg,7,1684.8828,1.381091
129-b_png_jpg.rf.0c8a2f2b348ece55dc3f693697af7804_gaussian_flip.jpg,7,1737.7025,1.3725754
306-c_png_jpg.rf.ba676224d25d492e3e79a2d9a0771789.jpg,7,2095.6008,2.5139453
306-c_png_jpg.rf.ba676224d25d492e3e79a2d9a0771789_flip_h.jpg,7,2098.673,2.4402518
306-c_png_jpg.rf.ba676224d25d492e3e79a2d9a0771789_flip_v.jpg,7,2089.748,2.520788
306-c_png_jpg.rf.ba676224d25d492e3e79a2d9a0771789_gaussian.jpg,8,1877.2576,2.087193
306-c_png_jpg.rf.ba676224d25d492e3e79a2d9a0771789_gaussian_flip.jpg,5,2746.3345,1.604152
253-c_png_jpg.rf.9b3fbacea3c635a6d9715939506766d3.jpg,8,1951.7598,1.2820163
253-c_png_jpg.rf.9b3fbacea3c635a6d9715939506766d3_flip_h.jpg,9,1820.081,1.2798691
253-c_png_jpg.rf.9b3fbacea3c635a6d9715939506766d3_flip_v.jpg,8,1946.9717,1.2774594
253-c_png_jpg.rf.9b3fbacea3c635a6d9715939506766d3_gaussian.jpg,7,2238.1848,1.3258047
253-c_png_jpg.rf.9b3fbacea3c635a6d9715939506766d3_gaussian_flip.jpg,9,1782.7526,1.2701142
215-b_png_jpg.rf.84186a694aacd75285277e111dfc6300.jpg,17,1334.3209,1.3867503
215-b_png_jpg.rf.84186a694aacd75285277e111dfc6300_flip_h.jpg,17,1339.002,1.3783445
215-b_png_jpg.rf.84186a694aacd75285277e111dfc6300_flip_v.jpg,17,1367.9954,1.3909104
215-b_png_jpg.rf.84186a694aacd75285277e111dfc6300_gaussian.jpg,12,1848.0898,1.5086876
215-b_png_jpg.rf.84186a694aacd75285277e111dfc6300_gaussian_flip.jpg,12,1755.6146,1.4922589
25_png_jpg.rf.052c7c26abebe05615068b9d52a13129.jpg,17,1699.513,1.5135381
25_png_jpg.rf.052c7c26abebe05615068b9d52a13129_flip_h.jpg,15,1697.1913,1.4103528
25_png_jpg.rf.052c7c26abebe05615068b9d52a13129_flip_v.jpg,15,1721.4395,1.3777388
25_png_jpg.rf.052c7c26abebe05615068b9d52a13129_gaussian.jpg,11,2353.0388,1.4984304
25_png_jpg.rf.052c7c26abebe05615068b9d52a13129_gaussian_flip.jpg,12,1989.7988,1.4272205
207-b_png_jpg.rf.473ab7dd7acfa2825c270b0c0e60279e.jpg,11,1718.9235,1.4686909
207-b_png_jpg.rf.473ab7dd7acfa2825c270b0c0e60279e_flip_h.jpg,10,1888.4529,1.5021238
207-b_png_jpg.rf.473ab7dd7acfa2825c270b0c0e60279e_flip_v.jpg,11,1794.1346,1.4712269
207-b_png_jpg.rf.473ab7dd7acfa2825c270b0c0e60279e_gaussian.jpg,9,2047.5815,1.585303
207-b_png_jpg.rf.473ab7dd7acfa2825c270b0c0e60279e_gaussian_flip.jpg,10,2016.6643,1.5262007
308-c_png_jpg.rf.d3afec73e002a880231c22f2bf598ab4.jpg,11,1617.7706,2.0733616
308-c_png_jpg.rf.d3afec73e002a880231c22f2bf598ab4_flip_h.jpg,11,1611.5754,2.0267534
308-c_png_jpg.rf.d3afec73e002a880231c22f2bf598ab4_flip_v.jpg,11,1605.5011,2.0850105
308-c_png_jpg.rf.d3afec73e002a880231c22f2bf598ab4_gaussian.jpg,9,1818.6489,1.4806597
308-c_png_jpg.rf.d3afec73e002a880231c22f2bf598ab4_gaussian_flip.jpg,11,1675.2401,1.9458847
117_png_jpg.rf.a4b5ea108810bdaabf92b334180f1ae1.jpg,15,1916.1682,1.4193046
117_png_jpg.rf.a4b5ea108810bdaabf92b334180f1ae1_flip_h.jpg,14,1884.6097,1.4302202
117_png_jpg.rf.a4b5ea108810bdaabf92b334180f1ae1_flip_v.jpg,14,1891.137,1.4124488
117_png_jpg.rf.a4b5ea108810bdaabf92b334180f1ae1_gaussian.jpg,10,2475.6968,1.5322087
117_png_jpg.rf.a4b5ea108810bdaabf92b334180f1ae1_gaussian_flip.jpg,12,2182.99,1.45301
380-d_png_jpg.rf.4d65461a1d4587a86465ec37e2f5391d.jpg,13,1487.4292,1.6393229
380-d_png_jpg.rf.4d65461a1d4587a86465ec37e2f5391d_flip_h.jpg,12,967.2613,1.4637328
380-d_png_jpg.rf.4d65461a1d4587a86465ec37e2f5391d_flip_v.jpg,11,382.21036,1.2454478
380-d_png_jpg.rf.4d65461a1d4587a86465ec37e2f5391d_gaussian.jpg,8,1562.118,1.6323749
380-d_png_jpg.rf.4d65461a1d4587a86465ec37e2f5391d_gaussian_flip.jpg,9,2178.9834,1.8074801
391-d_png_jpg.rf.543127c319d1207cee0081cc4feecbd7.jpg,8,2419.6838,1.910631
391-d_png_jpg.rf.543127c319d1207cee0081cc4feecbd7_flip_h.jpg,7,1665.9967,1.6613114
391-d_png_jpg.rf.543127c319d1207cee0081cc4feecbd7_flip_v.jpg,6,696.80756,1.2968354
391-d_png_jpg.rf.543127c319d1207cee0081cc4feecbd7_gaussian.jpg,8,2540.7305,1.7118088
391-d_png_jpg.rf.543127c319d1207cee0081cc4feecbd7_gaussian_flip.jpg,8,2465.797,1.660929
277-c_png_jpg.rf.8ac970bc888c67bd0148722f7e6d226f.jpg,7,2238.9731,1.4901835
277-c_png_jpg.rf.8ac970bc888c67bd0148722f7e6d226f_flip_h.jpg,7,2234.5837,1.4904468
277-c_png_jpg.rf.8ac970bc888c67bd0148722f7e6d226f_flip_v.jpg,7,2244.7878,1.4963739
277-c_png_jpg.rf.8ac970bc888c67bd0148722f7e6d226f_gaussian.jpg,7,2144.359,1.4741862
277-c_png_jpg.rf.8ac970bc888c67bd0148722f7e6d226f_gaussian_flip.jpg,9,1916.495,1.4020761
143-b_png_jpg.rf.3b6bb1a9388bedabe3ab6ec57c528917.jpg,12,1101.0059,1.3035972
143-b_png_jpg.rf.3b6bb1a9388bedabe3ab6ec57c528917_flip_h.jpg,12,1102.8833,1.301855
143-b_png_jpg.rf.3b6bb1a9388bedabe3ab6ec57c528917_flip_v.jpg,11,1196.9019,1.2990161
143-b_png_jpg.rf.3b6bb1a9388bedabe3ab6ec57c528917_gaussian.jpg,9,1409.5972,1.3751497
143-b_png_jpg.rf.3b6bb1a9388bedabe3ab6ec57c528917_gaussian_flip.jpg,11,1233.8577,1.3313712
211-b_png_jpg.rf.01096637254d44c5b627d8103a9d8eb2.jpg,9,2046.8119,1.5452449
211-b_png_jpg.rf.01096637254d44c5b627d8103a9d8eb2_flip_h.jpg,9,2052.5215,1.5398629
211-b_png_jpg.rf.01096637254d44c5b627d8103a9d8eb2_flip_v.jpg,9,2036.997,1.5436217
211-b_png_jpg.rf.01096637254d44c5b627d8103a9d8eb2_gaussian.jpg,10,1897.9866,1.5399696
211-b_png_jpg.rf.01096637254d44c5b627d8103a9d8eb2_gaussian_flip.jpg,9,2027.6964,1.5719823
294-c_png_jpg.rf.d9a8878bfed6fa6d6ff4d92e2424a6eb.jpg,14,1349.8092,1.347399
294-c_png_jpg.rf.d9a8878bfed6fa6d6ff4d92e2424a6eb_flip_h.jpg,14,1347.3541,1.351807
294-c_png_jpg.rf.d9a8878bfed6fa6d6ff4d92e2424a6eb_flip_v.jpg,14,1355.0182,1.3435973
294-c_png_jpg.rf.d9a8878bfed6fa6d6ff4d92e2424a6eb_gaussian.jpg,13,1508.3647,1.3561813
294-c_png_jpg.rf.d9a8878bfed6fa6d6ff4d92e2424a6eb_gaussian_flip.jpg,11,1713.7672,1.4070197
284-c_png_jpg.rf.66aa5e1259cf99e2b1096dbd75e1fbda.jpg,12,1581.0596,1.3824643
284-c_png_jpg.rf.66aa5e1259cf99e2b1096dbd75e1fbda_flip_h.jpg,12,1578.9469,1.3811865
284-c_png_jpg.rf.66aa5e1259cf99e2b1096dbd75e1fbda_flip_v.jpg,12,1580.2367,1.3824764
284-c_png_jpg.rf.66aa5e1259cf99e2b1096dbd75e1fbda_gaussian.jpg,11,1730.8029,1.3742154
284-c_png_jpg.rf.66aa5e1259cf99e2b1096dbd75e1fbda_gaussian_flip.jpg,11,1773.948,1.9395938
216-b_png_jpg.rf.7b4cc176b3ee30ff132a8c8d67026b18.jpg,10,1921.6566,1.5140618
216-b_png_jpg.rf.7b4cc176b3ee30ff132a8c8d67026b18_flip_h.jpg,10,1928.0662,1.5069453
216-b_png_jpg.rf.7b4cc176b3ee30ff132a8c8d67026b18_flip_v.jpg,10,1915.4447,1.5084175
216-b_png_jpg.rf.7b4cc176b3ee30ff132a8c8d67026b18_gaussian.jpg,8,2304.6672,1.595398
216-b_png_jpg.rf.7b4cc176b3ee30ff132a8c8d67026b18_gaussian_flip.jpg,9,2126.0203,1.5813091
298-c_png_jpg.rf.e3180937fc05f9308fb866546e6cd141.jpg,13,1339.536,1.3720253
298-c_png_jpg.rf.e3180937fc05f9308fb866546e6cd141_flip_h.jpg,14,1281.5717,1.3628043
298-c_png_jpg.rf.e3180937fc05f9308fb866546e6cd141_flip_v.jpg,13,1342.7124,1.3622845
298-c_png_jpg.rf.e3180937fc05f9308fb866546e6cd141_gaussian.jpg,10,1724.2859,1.4424493
298-c_png_jpg.rf.e3180937fc05f9308fb866546e6cd141_gaussian_flip.jpg,10,1691.9418,1.4283488
351-c_png_jpg.rf.7445fcd912524631e3f078e85aa35faa.jpg,8,2388.1567,2.6054897
351-c_png_jpg.rf.7445fcd912524631e3f078e85aa35faa_flip_h.jpg,6,2846.318,1.691178
351-c_png_jpg.rf.7445fcd912524631e3f078e85aa35faa_flip_v.jpg,9,2224.2815,3.0145683
351-c_png_jpg.rf.7445fcd912524631e3f078e85aa35faa_gaussian.jpg,8,2534.019,3.113462
351-c_png_jpg.rf.7445fcd912524631e3f078e85aa35faa_gaussian_flip.jpg,7,2747.0452,2.7487652
154-b_png_jpg.rf.5e57a5c8a80495f3ce7b4ceef669c1a0.jpg,13,1146.9913,1.399048
154-b_png_jpg.rf.5e57a5c8a80495f3ce7b4ceef669c1a0_flip_h.jpg,12,1165.3905,1.4168111
154-b_png_jpg.rf.5e57a5c8a80495f3ce7b4ceef669c1a0_flip_v.jpg,11,1264.9849,1.43325
154-b_png_jpg.rf.5e57a5c8a80495f3ce7b4ceef669c1a0_gaussian.jpg,11,1603.2886,1.5725292
154-b_png_jpg.rf.5e57a5c8a80495f3ce7b4ceef669c1a0_gaussian_flip.jpg,10,1693.7346,1.5664452
320-c_png_jpg.rf.bc980055a2be1690c5873628e1344a5b.jpg,17,1240.5634,1.7674952
320-c_png_jpg.rf.bc980055a2be1690c5873628e1344a5b_flip_h.jpg,17,1237.071,1.7388166
320-c_png_jpg.rf.bc980055a2be1690c5873628e1344a5b_flip_v.jpg,18,1209.3528,2.0921676
320-c_png_jpg.rf.bc980055a2be1690c5873628e1344a5b_gaussian.jpg,14,1521.6016,1.4055763
320-c_png_jpg.rf.bc980055a2be1690c5873628e1344a5b_gaussian_flip.jpg,14,1470.9572,1.3870242
387-d_png_jpg.rf.073afec66adca7902730163fd920548c.jpg,9,2128.4856,1.8164308
387-d_png_jpg.rf.073afec66adca7902730163fd920548c_flip_h.jpg,8,1429.1414,1.57691
387-d_png_jpg.rf.073afec66adca7902730163fd920548c_flip_v.jpg,7,577.5036,1.2514169
387-d_png_jpg.rf.073afec66adca7902730163fd920548c_gaussian.jpg,13,2260.9802,1.6790023
387-d_png_jpg.rf.073afec66adca7902730163fd920548c_gaussian_flip.jpg,8,1408.1261,1.373898
280-c_png_jpg.rf.2a417220272d4430457cbb91f9b8bb82.jpg,13,1584.3685,1.4061292
280-c_png_jpg.rf.2a417220272d4430457cbb91f9b8bb82_flip_h.jpg,13,1591.2491,1.4062544
280-c_png_jpg.rf.2a417220272d4430457cbb91f9b8bb82_flip_v.jpg,13,1598.0533,1.400883
280-c_png_jpg.rf.2a417220272d4430457cbb91f9b8bb82_gaussian.jpg,13,1719.6561,1.529771
280-c_png_jpg.rf.2a417220272d4430457cbb91f9b8bb82_gaussian_flip.jpg,12,1651.5565,1.4464388
369-c_png_jpg.rf.af3901e713ab5a4040db375fde95593d.jpg,16,1436.4233,1.544586
369-c_png_jpg.rf.af3901e713ab5a4040db375fde95593d_flip_h.jpg,16,1435.3289,1.5598056
369-c_png_jpg.rf.af3901e713ab5a4040db375fde95593d_flip_v.jpg,18,1508.8325,1.8079766
369-c_png_jpg.rf.af3901e713ab5a4040db375fde95593d_gaussian.jpg,16,1599.0195,2.1272633
369-c_png_jpg.rf.af3901e713ab5a4040db375fde95593d_gaussian_flip.jpg,14,1764.1223,1.9802668
243-b_png_jpg.rf.404026ad6b33f562d6de3bc2f9935e49.jpg,17,1382.5352,1.7452054
243-b_png_jpg.rf.404026ad6b33f562d6de3bc2f9935e49_flip_h.jpg,16,1405.5757,1.5853226
243-b_png_jpg.rf.404026ad6b33f562d6de3bc2f9935e49_flip_v.jpg,16,1443.6162,1.6089303
243-b_png_jpg.rf.404026ad6b33f562d6de3bc2f9935e49_gaussian.jpg,15,1587.535,1.6284086
243-b_png_jpg.rf.404026ad6b33f562d6de3bc2f9935e49_gaussian_flip.jpg,13,1633.1053,1.4478619
13_png_jpg.rf.5fbb16459a35f150e5232061aa6a4456.jpg,10,2223.4536,1.7305317
13_png_jpg.rf.5fbb16459a35f150e5232061aa6a4456_flip_h.jpg,9,2337.581,1.5622593
13_png_jpg.rf.5fbb16459a35f150e5232061aa6a4456_flip_v.jpg,10,2124.7654,1.4923869
13_png_jpg.rf.5fbb16459a35f150e5232061aa6a4456_gaussian.jpg,10,2230.5247,1.7965641
13_png_jpg.rf.5fbb16459a35f150e5232061aa6a4456_gaussian_flip.jpg,9,2392.305,1.5201346
328-c_png_jpg.rf.d7b1957511a699c0ae9c09d90b7bde9a.jpg,11,1899.3687,2.0924177
328-c_png_jpg.rf.d7b1957511a699c0ae9c09d90b7bde9a_flip_h.jpg,10,2003.5725,1.5420744
328-c_png_jpg.rf.d7b1957511a699c0ae9c09d90b7bde9a_flip_v.jpg,13,1897.7253,2.4972775
328-c_png_jpg.rf.d7b1957511a699c0ae9c09d90b7bde9a_gaussian.jpg,11,1863.5371,1.9409438
328-c_png_jpg.rf.d7b1957511a699c0ae9c09d90b7bde9a_gaussian_flip.jpg,11,1872.3475,1.9872642
371-c_png_jpg.rf.5389c852a1059d9a012e32da0954ba37.jpg,11,1680.1898,1.6691493
371-c_png_jpg.rf.5389c852a1059d9a012e32da0954ba37_flip_h.jpg,10,1731.4457,1.4668156
371-c_png_jpg.rf.5389c852a1059d9a012e32da0954ba37_flip_v.jpg,12,1630.0293,2.0166194
371-c_png_jpg.rf.5389c852a1059d9a012e32da0954ba37_gaussian.jpg,9,2293.4229,2.5342968
371-c_png_jpg.rf.5389c852a1059d9a012e32da0954ba37_gaussian_flip.jpg,10,2245.6426,3.1419036
144-b_png_jpg.rf.8ef4af5977ea9493d14fc90627a2a4f3.jpg,14,1021.45953,1.2797525
144-b_png_jpg.rf.8ef4af5977ea9493d14fc90627a2a4f3_flip_h.jpg,14,1026.7031,1.2787877
144-b_png_jpg.rf.8ef4af5977ea9493d14fc90627a2a4f3_flip_v.jpg,13,1092.3143,1.2750819
144-b_png_jpg.rf.8ef4af5977ea9493d14fc90627a2a4f3_gaussian.jpg,10,1384.6598,1.3488686
144-b_png_jpg.rf.8ef4af5977ea9493d14fc90627a2a4f3_gaussian_flip.jpg,10,1371.3789,1.3309968
330-c_png_jpg.rf.cfd4067d2243b1f62325968ae9cb449a.jpg,15,1609.2228,1.853986
330-c_png_jpg.rf.cfd4067d2243b1f62325968ae9cb449a_flip_h.jpg,14,1663.8273,1.4726943
330-c_png_jpg.rf.cfd4067d2243b1f62325968ae9cb449a_flip_v.jpg,16,1550.5337,2.1966758
330-c_png_jpg.rf.cfd4067d2243b1f62325968ae9cb449a_gaussian.jpg,14,1694.1072,1.4769309
330-c_png_jpg.rf.cfd4067d2243b1f62325968ae9cb449a_gaussian_flip.jpg,16,1521.5845,1.7449085
133-b_png_jpg.rf.80186252f34451d290761fdc12566f29.jpg,10,1194.4232,1.327935
133-b_png_jpg.rf.80186252f34451d290761fdc12566f29_flip_h.jpg,10,1200.2217,1.3295866
133-b_png_jpg.rf.80186252f34451d290761fdc12566f29_flip_v.jpg,9,1321.2301,1.324756
133-b_png_jpg.rf.80186252f34451d290761fdc12566f29_gaussian.jpg,7,1656.7274,1.4506491
133-b_png_jpg.rf.80186252f34451d290761fdc12566f29_gaussian_flip.jpg,9,1295.523,1.3544976
224-b_png_jpg.rf.4a7570e84003d3bef657f3211cfa2b7d.jpg,18,1295.0778,1.4149086
224-b_png_jpg.rf.4a7570e84003d3bef657f3211cfa2b7d_flip_h.jpg,18,1297.3462,1.411119
224-b_png_jpg.rf.4a7570e84003d3bef657f3211cfa2b7d_flip_v.jpg,18,1337.756,1.4160993
224-b_png_jpg.rf.4a7570e84003d3bef657f3211cfa2b7d_gaussian.jpg,13,1747.0675,1.488896
224-b_png_jpg.rf.4a7570e84003d3bef657f3211cfa2b7d_gaussian_flip.jpg,13,1768.416,1.4981539
28_png_jpg.rf.313c9f7b20d16dfe2efef7523d40dcbc.jpg,10,1622.9879,1.2452258
28_png_jpg.rf.313c9f7b20d16dfe2efef7523d40dcbc_flip_h.jpg,9,1794.105,1.269335
28_png_jpg.rf.313c9f7b20d16dfe2efef7523d40dcbc_flip_v.jpg,9,1794.395,1.2359672
28_png_jpg.rf.313c9f7b20d16dfe2efef7523d40dcbc_gaussian.jpg,7,2230.3784,1.3058577
28_png_jpg.rf.313c9f7b20d16dfe2efef7523d40dcbc_gaussian_flip.jpg,6,2598.656,1.3455831
203-b_png_jpg.rf.02c939c51f4006404da323e3b48c5620.jpg,12,1589.6356,1.4700106
203-b_png_jpg.rf.02c939c51f4006404da323e3b48c5620_flip_h.jpg,11,1737.6277,1.4967256
203-b_png_jpg.rf.02c939c51f4006404da323e3b48c5620_flip_v.jpg,12,1649.126,1.463569
203-b_png_jpg.rf.02c939c51f4006404da323e3b48c5620_gaussian.jpg,12,1521.6874,1.3229905
203-b_png_jpg.rf.02c939c51f4006404da323e3b48c5620_gaussian_flip.jpg,10,1771.8274,1.3581573
10_png_jpg.rf.72d0c0ae2fac4ffa68bd1a08b56dac09.jpg,14,1611.8235,1.2134532
